,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
14,Shandon Anderson\andersh01,2000,2001,2,164,5096,631,1368,125,395,332,441,163,717,428,178,72,325,384,1719,.461,.316,.753,31.1,10.5,4.4,2.6
15,Carmelo Anthony\anthoca01,2019,2019,1,4,122,18,45,6,23,5,8,3,27,4,2,2,5,12,47,.400,.261,.625,30.5,11.8,6.8,1.0
16,Trevor Ariza\arizatr01,2010,2018,5,382,13460,1711,4217,876,2478,565,747,309,1980,953,683,116,540,790,4863,.406,.354,.756,35.2,12.7,5.2,2.5
17,Hilton Armstrong\armsthi01,2010,2010,1,9,40,5,17,0,1,0,2,5,6,3,5,0,5,10,10,.294,.000,.000,4.4,1.1,0.7,0.3
18,Omer Asik\asikom01,2013,2014,2,130,3432,433,804,0,1,246,425,376,1334,100,60,124,232,315,1112,.539,.000,.579,26.4,8.6,10.3,0.8
19,Gus Bailey\bailegu01,1975,1976,2,77,708,79,203,,,34,69,43,132,100,31,24,,85,192,.389,,.493,9.2,2.5,1.7,1.3
20,James Bailey\baileja01,1983,1984,2,142,2889,630,1273,0,2,362,512,272,762,144,75,99,291,453,1622,.495,.000,.707,20.3,11.4,5.4,1.0
21,Vin Baker\bakervi01,2005,2005,1,3,13,0,4,0,0,2,2,0,2,1,0,0,2,7,2,.000,,1.000,4.3,0.7,0.7,0.3
22,Tom Barker\barketo01,1979,1979,1,5,16,3,6,,,2,2,2,6,0,0,0,1,5,8,.500,,1.000,3.2,1.6,1.2,0.0
23,Charles Barkley\barklch01,1997,2000,4,183,6398,1042,2160,86,340,847,1189,691,2235,720,197,70,442,477,3017,.482,.253,.712,35.0,16.5,12.2,3.9
24,Harry Barnes\barneha01,1969,1969,1,22,126,18,64,,,7,13,,26,5,,,,25,43,.281,,.538,5.7,2.0,1.2,0.2
25,Jim Barnett\barneji02,1968,1970,3,207,5519,1094,2547,,,606,794,,822,760,,,,563,2794,.430,,.763,26.7,13.5,4.0,3.7
26,John Barnhill\barnhjo01,1968,1968,1,75,1883,295,700,,,154,234,,173,259,,,,143,744,.421,,.658,25.1,9.9,2.3,3.5
27,Andre Barrett\barrean01,2005,2005,1,27,314,20,69,9,37,7,10,5,19,42,14,0,16,35,56,.290,.243,.700,11.6,2.1,0.7,1.6
28,Brent Barry\barrybr01,2009,2009,1,56,857,70,172,49,131,19,20,17,94,78,24,3,48,45,208,.407,.374,.950,15.3,3.7,1.7,1.4
29,Jon Barry\barryjo01,2005,2006,2,73,1572,155,356,72,165,76,87,23,169,165,59,8,75,92,458,.435,.436,.874,21.5,6.3,2.3,2.3
30,Rick Barry\barryri01,1979,1980,2,152,4382,786,1771,73,221,303,322,93,513,770,175,66,350,377,1948,.444,.330,.941,28.8,12.8,3.4,5.1
31,Shane Battier\battish01,2007,2011,5,348,11912,1066,2482,576,1483,344,463,382,1623,784,310,351,326,766,3052,.429,.388,.743,34.2,8.8,4.7,2.3
32,Lonny Baxter\baxtelo01,2006,2006,1,23,281,33,72,0,0,16,19,38,84,2,9,7,13,48,82,.458,,.842,12.2,3.6,3.7,0.1
33,Michael Beasley\beaslmi01,2016,2016,1,20,363,107,205,3,9,38,49,29,98,16,11,9,24,39,255,.522,.333,.776,18.2,12.8,4.9,0.8
34,Ron Behagen\behagro01,1978,1978,1,3,33,7,11,,,0,1,2,7,2,0,0,3,6,14,.636,,.000,11.0,4.7,2.3,0.7
35,Elmer Bennett\benneel01,1997,1997,1,4,16,2,6,1,3,5,6,0,1,4,2,0,0,1,10,.333,.333,.833,4.0,2.5,0.3,1.0
36,Walter Berry\berrywa01,1989,1989,1,40,799,146,270,1,2,57,80,54,152,57,19,35,49,114,350,.541,.500,.713,20.0,8.8,3.8,1.4
37,Patrick Beverley\beverpa01,2013,2017,5,291,8290,968,2339,477,1272,295,386,352,1185,980,366,118,384,895,2708,.414,.375,.764,28.5,9.3,4.1,3.4
38,Tarik Black\blackta01,2015,2018,2,76,929,120,210,1,12,44,92,121,290,21,27,32,54,163,285,.571,.083,.478,12.2,3.8,3.8,0.3
39,John Block\blockjo01,1968,1971,4,285,7910,1512,3535,,,1114,1431,,2325,447,,,,906,4138,.428,,.778,27.8,14.5,8.2,1.6
40,Keith Bogans\boganke01,2006,2006,1,33,1064,101,256,32,102,47,81,26,149,83,32,6,49,89,281,.395,.314,.580,32.2,8.5,4.5,2.5
41,Phil Bond\bondph01,1978,1978,1,7,21,2,6,,,0,0,1,4,2,1,0,2,1,4,.333,,,3.0,0.6,0.6,0.3
42,Melvin Booker\bookeme01,1996,1996,1,11,131,16,50,3,19,9,11,1,9,21,5,1,12,18,44,.320,.158,.818,11.9,4.0,0.8,1.9
43,Ryan Bowen\bowenry01,2005,2006,2,134,1256,84,235,6,28,25,35,52,164,42,44,11,20,146,199,.357,.214,.714,9.4,1.5,1.2,0.3
44,Anthony Bowie\bowiean01,1990,1990,1,66,918,119,293,6,21,40,54,36,118,96,42,5,59,80,284,.406,.286,.741,13.9,4.3,1.8,1.5
45,Earl Boykins\boykiea01,2012,2012,1,8,111,12,36,2,9,13,15,0,11,17,1,0,7,5,39,.333,.222,.867,13.9,4.9,1.4,2.1
46,Alonzo Bradley\bradlal01,1978,1980,3,99,1139,184,440,1,1,71,101,39,151,74,24,7,80,125,440,.418,1.000,.703,11.5,4.4,1.5,0.7
47,Torraye Braggs\braggto01,2004,2005,2,18,156,16,35,0,0,8,12,22,46,6,4,2,14,25,40,.457,,.667,8.7,2.2,2.6,0.3
48,Tim Breaux\breauti01,1995,1996,2,96,910,104,282,21,71,60,94,38,94,39,22,12,46,67,289,.369,.296,.638,9.5,3.0,1.0,0.4
49,Corey Brewer\breweco01,2015,2017,3,196,3999,555,1359,138,512,250,332,111,516,265,181,46,195,383,1498,.408,.270,.753,20.4,7.6,2.6,1.4
50,Ronnie Brewer\brewero02,2014,2014,1,23,158,3,15,1,8,0,2,2,14,10,6,1,2,4,7,.200,.125,.000,6.9,0.3,0.6,0.4
51,Tyrone Britt\brittty01,1968,1968,1,11,84,13,34,,,2,3,,15,12,,,,10,28,.382,,.667,7.6,2.5,1.4,1.1
52,Aaron Brooks\brookaa01,2008,2014,6,297,7090,1226,3002,462,1251,551,646,135,543,977,175,38,511,570,3465,.408,.369,.853,23.9,11.7,1.8,3.3
53,Scott Brooks\brooksc01,1993,1995,3,183,2927,360,739,72,177,204,241,33,214,414,138,6,141,248,996,.487,.407,.846,16.0,5.4,1.2,2.3
54,Bobby Brown\brownbo02,2017,2018,2,45,238,42,118,25,75,3,4,0,13,25,5,0,14,11,112,.356,.333,.750,5.3,2.5,0.3,0.6
55,Chucky Brown\brownch01,1995,1996,2,123,2833,405,729,2,11,142,212,198,630,119,58,52,123,268,954,.556,.182,.670,23.0,7.8,5.1,1.0
56,Markel Brown\brownma02,2018,2018,1,4,31,2,7,1,5,0,0,1,5,2,0,0,2,6,5,.286,.200,,7.8,1.3,1.3,0.5
57,Tierre Brown\brownti01,2002,2002,1,40,403,49,115,4,12,21,28,12,42,70,19,3,40,26,123,.426,.333,.750,10.1,3.1,1.1,1.8
58,Tony Brown\brownto01,1989,1989,1,14,91,14,45,2,9,6,8,7,15,5,3,0,7,14,36,.311,.222,.750,6.5,2.6,1.1,0.4
59,Rick Brunson\brunsri01,2006,2006,1,23,215,16,46,5,12,7,12,1,20,33,8,1,19,21,44,.348,.417,.583,9.3,1.9,0.9,1.4
60,Joe Bryant\bryanjo01,1983,1983,1,81,2055,344,768,8,36,116,165,88,277,186,82,30,177,258,812,.448,.222,.703,25.4,10.0,3.4,2.3
61,Mark Bryant\bryanma01,1996,1996,1,71,1587,242,446,0,2,127,177,131,351,52,31,19,85,234,611,.543,.000,.718,22.4,8.6,4.9,0.7
62,Chase Budinger\budinch01,2010,2012,3,210,4524,736,1692,269,742,239,295,128,718,289,104,36,170,264,1980,.435,.363,.810,21.5,9.4,3.4,1.4
63,Matt Bullard\bullama01,1991,2001,9,538,8074,1110,2630,557,1432,214,282,250,1116,501,167,106,283,696,2991,.422,.389,.759,15.0,5.6,2.1,0.9
64,Adrian Caldwell\caldwad01,1990,1995,3,100,704,78,163,0,1,23,51,80,219,15,31,28,63,110,179,.479,.000,.451,7.0,1.8,2.2,0.2
65,Marcus Camby\cambyma01,2012,2012,1,19,458,61,126,2,5,11,26,52,176,32,17,29,10,38,135,.484,.400,.423,24.1,7.1,9.3,1.7
66,Isaiah Canaan\canaais01,2014,2018,3,48,625,84,219,50,139,37,50,18,58,51,22,4,44,53,255,.384,.360,.740,13.0,5.3,1.2,1.1
67,Clint Capela\capelca01,2015,2019,5,232,5277,1077,1713,0,2,324,675,634,1896,188,153,324,264,579,2478,.629,.000,.480,22.7,10.7,8.2,0.8
68,Antoine Carr\carran01,1999,1999,1,18,152,21,52,0,1,5,7,9,31,9,1,10,9,31,47,.404,.000,.714,8.4,2.6,1.7,0.5
69,DeMarre Carroll\carrode01,2011,2011,1,5,11,0,3,0,0,0,0,0,0,2,0,0,0,0,0,.000,,,2.2,0.0,0.0,0.4
70,Joe Barry Carroll\carrojo01,1988,1988,1,63,1596,323,715,0,1,113,151,110,396,94,37,81,121,149,759,.452,.000,.748,25.3,12.0,6.3,1.5
71,Michael Carter-Williams\cartemi01,2019,2019,1,4,54,8,23,2,7,1,4,2,8,7,2,3,6,10,19,.348,.286,.250,13.5,4.8,2.0,1.8
72,Sam Cassell\cassesa01,1994,1996,3,209,4686,704,1639,162,489,539,646,114,533,875,206,25,418,511,2109,.430,.331,.834,22.4,10.1,2.6,4.2
73,Omri Casspi\casspom01,2014,2014,1,71,1283,173,410,61,176,83,122,55,260,88,44,14,72,100,490,.422,.347,.680,18.1,6.9,3.7,1.2
74,Kelvin Cato\catoke01,2000,2004,5,317,7112,764,1455,0,9,447,725,610,1955,158,176,431,289,851,1975,.525,.000,.617,22.4,6.2,6.2,0.5
75,Derrick Chievous\chievde01,1989,1990,2,122,2031,367,812,8,32,252,331,142,331,104,71,15,176,220,994,.452,.250,.761,16.6,8.1,2.7,0.9
76,Pete Chilcutt\chilcpe01,1995,1996,2,142,1998,219,507,72,184,48,68,157,473,92,44,57,83,182,558,.432,.391,.706,14.1,3.9,3.3,0.6
77,Gary Clark\clarkga01,2019,2019,1,3,7,0,1,0,1,0,0,0,2,0,0,0,0,3,0,.000,.000,,2.3,0.0,0.7,0.0
78,E.C. Coleman\colemec01,1974,1979,2,64,1114,133,257,,,48,75,82,259,77,39,20,0,173,314,.518,,.640,17.4,4.9,4.0,1.2
79,Jason Collier\collija02,2001,2003,3,61,691,85,202,0,2,43,58,55,148,16,10,8,26,77,213,.421,.000,.741,11.3,3.5,2.4,0.3
80,Sean Colson\colsose01,2001,2001,1,10,30,6,19,1,4,2,4,2,3,7,1,0,0,6,15,.316,.250,.500,3.0,1.5,0.3,0.7
81,Lester Conner\connele01,1988,1988,1,52,399,50,108,0,7,32,41,20,38,59,38,1,33,31,132,.463,.000,.780,7.7,2.5,0.7,1.1
82,Will Conroy\conrowi01,2010,2010,1,5,36,3,10,0,3,0,2,0,3,7,0,0,4,5,6,.300,.000,.000,7.2,1.2,0.6,1.4
83,Brian Cook\cookbr01,2009,2010,2,24,69,12,39,4,14,5,7,2,14,2,0,5,8,8,33,.308,.286,.714,2.9,1.4,0.6,0.1
84,Daequan Cook\cookda02,2013,2013,1,16,165,21,59,11,30,2,3,5,18,10,6,2,6,13,55,.356,.367,.667,10.3,3.4,1.1,0.6
85,Robert Covington\covinro01,2014,2014,1,7,34,6,14,4,11,0,0,2,5,0,2,0,1,3,16,.429,.364,,4.9,2.3,0.7,0.0
86,Dick Cunningham\cunnidi01,1972,1972,1,63,720,67,174,,,37,53,,243,57,,,,76,171,.385,,.698,11.4,2.7,3.9,0.9
87,Earl Cureton\curetea01,1994,1994,1,2,30,2,8,0,0,0,2,4,12,0,0,0,1,4,4,.250,,.000,15.0,2.0,6.0,0.0
88,Bill Curley\curlebi01,2000,2000,1,4,50,6,11,0,0,0,0,4,8,0,2,0,4,10,12,.545,,,12.5,3.0,2.0,0.0
89,Samuel Dalembert\dalemsa01,2012,2012,1,65,1446,200,395,0,1,90,113,158,456,33,37,111,82,162,490,.506,.000,.796,22.2,7.5,7.0,0.5
90,Troy Daniels\danietr01,2014,2015,2,22,183,30,78,25,68,3,4,0,10,9,0,0,8,20,88,.385,.368,.750,8.3,4.0,0.5,0.4
91,Emanual Davis\davisem01,1997,1998,2,58,829,87,196,39,99,36,45,12,69,85,26,5,69,75,249,.444,.394,.800,14.3,4.3,1.2,1.5
92,Jim Davis\davisji01,1972,1972,1,12,180,18,54,,,26,38,,44,5,,,,18,62,.333,,.684,15.0,5.2,3.7,0.4
93,Josh Davis\davisjo02,2006,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0.0,0.0,0.0,0.0
94,Sam Dekker\dekkesa01,2016,2017,2,80,1425,203,429,60,187,38,68,94,285,76,39,21,41,83,504,.473,.321,.559,17.8,6.3,3.6,1.0
95,Carlos Delfino\delfica01,2013,2013,1,67,1689,251,620,158,421,48,56,18,220,135,68,9,72,114,708,.405,.375,.857,25.2,10.6,3.3,2.0
96,Michael Dickerson\dickemi01,1999,1999,1,50,1558,215,462,71,164,46,72,26,83,95,27,11,66,90,547,.465,.433,.639,31.2,10.9,1.7,1.9
97,Byron Dinkins\dinkiby01,1990,1990,1,33,362,44,109,1,9,26,30,13,40,75,19,2,37,30,115,.404,.111,.867,11.0,3.5,1.2,2.3
98,Jacky Dorsey\dorseja01,1979,1979,1,20,108,24,43,,,8,16,12,23,2,1,2,8,25,56,.558,,.500,5.4,2.8,1.2,0.1
99,Joey Dorsey\dorsejo01,2009,2015,3,79,914,86,158,0,1,25,85,114,305,28,42,26,45,169,197,.544,.000,.294,11.6,2.5,3.9,0.4
100,Toney Douglas\douglto01,2013,2013,1,49,913,139,352,61,162,60,68,23,90,93,40,2,56,103,399,.395,.377,.882,18.6,8.1,1.8,1.9
101,Goran Dragic\dragigo01,2011,2012,2,88,2130,336,725,96,256,177,226,65,224,406,99,14,178,201,945,.463,.375,.783,24.2,10.7,2.5,4.6
102,Bryce Drew\drewbr01,1999,2000,2,106,1734,205,542,75,212,53,61,26,135,214,53,5,97,140,538,.378,.354,.869,16.4,5.1,1.3,2.0
103,Clyde Drexler\drexlcl01,1995,1998,4,219,8041,1446,3248,363,1072,900,1146,388,1338,1192,412,125,568,586,4155,.445,.339,.785,36.7,19.0,6.1,5.4
104,Mike Dunleavy\dunlemi01,1978,1982,5,280,5548,896,1869,37,122,512,626,107,459,1051,213,15,466,626,2341,.479,.303,.818,19.8,8.4,1.6,3.8
105,Johnny Egan\eganjo01,1971,1972,2,74,851,69,184,,,43,55,,57,105,,,,95,181,.375,,.782,11.5,2.4,0.8,1.4
106,Craig Ehlo\ehlocr01,1984,1986,3,88,451,81,180,3,12,43,60,29,80,61,25,7,40,61,208,.450,.250,.717,5.1,2.4,0.9,0.7
107,Mario Elie\eliema01,1994,1998,5,344,9562,1128,2351,352,970,748,870,224,923,1066,333,51,507,690,3356,.480,.363,.860,27.8,9.8,2.7,3.1
108,James Ennis\ennisja01,2019,2019,1,3,70,7,19,6,14,0,0,6,9,3,3,0,2,12,20,.368,.429,,23.3,6.7,3.0,1.0
109,Tyler Ennis\ennisty01,2017,2017,1,31,196,25,64,6,16,2,3,4,19,34,6,0,24,29,58,.391,.375,.667,6.3,1.9,0.6,1.1
110,Dave Feitl\feitlda01,1987,1991,2,114,870,140,342,0,4,86,115,68,217,30,12,16,63,135,366,.409,.000,.748,7.6,3.2,1.9,0.3
111,Hank Finkel\finkeha01,1968,1969,2,88,1448,291,603,,,162,232,,482,93,,,,228,744,.483,,.698,16.5,8.5,5.5,1.1
112,Sleepy Floyd\floydsl01,1988,1993,6,439,11631,1842,4312,312,933,1034,1274,245,1104,2363,470,76,949,808,5030,.427,.334,.812,26.5,11.5,2.5,5.4
113,Jonny Flynn\flynnjo01,2012,2012,1,11,135,12,41,2,9,11,14,1,8,28,3,1,9,8,37,.293,.222,.786,12.3,3.4,0.7,2.5
114,Alton Ford\fordal02,2004,2004,1,9,41,6,11,0,0,3,6,3,11,3,0,1,3,9,15,.545,,.500,4.6,1.7,1.2,0.3
115,Phil Ford\fordph01,1984,1985,2,106,2310,250,517,2,19,114,135,31,164,471,65,9,152,276,616,.484,.105,.844,21.8,5.8,1.5,4.4
116,Courtney Fortson\fortsco01,2012,2012,1,6,49,6,20,2,9,4,6,2,7,5,3,0,5,2,18,.300,.222,.667,8.2,3.0,1.2,0.8
117,Richie Frahm\frahmri01,2006,2006,1,8,117,15,35,8,22,4,5,0,10,6,1,0,4,8,42,.429,.364,.800,14.6,5.3,1.3,0.8
118,Steve Francis\francst01,2000,2008,6,384,15024,2507,5829,470,1363,1797,2278,727,2318,2411,619,166,1399,1210,7281,.430,.345,.789,39.1,19.0,6.0,6.3
119,World B. Free\freewo01,1988,1988,1,58,682,143,350,8,35,80,100,14,44,60,20,3,49,74,374,.409,.229,.800,11.8,6.4,0.8,1.0
120,Reece Gaines\gainere01,2005,2005,1,10,108,10,27,3,12,3,4,0,11,3,3,0,4,12,26,.370,.250,.750,10.8,2.6,1.1,0.3
121,Dave Gambee\gambeda01,1968,1968,1,80,1755,375,853,,,321,379,,464,93,,,,253,1071,.440,,.847,21.9,13.4,5.8,1.2
122,Francisco Garcia\garcifr01,2013,2015,3,87,1602,176,452,106,308,17,30,25,162,98,50,45,52,162,475,.389,.344,.567,18.4,5.5,1.9,1.1
123,Winston Garland\garlawi01,1993,1993,1,66,1004,152,343,6,13,81,89,32,108,138,39,4,67,116,391,.443,.462,.910,15.2,5.9,1.6,2.1
124,Calvin Garrett\garreca01,1981,1983,3,125,2530,297,668,4,14,69,90,115,365,211,82,16,131,265,667,.445,.286,.767,20.2,5.3,2.9,1.7
125,Dick Gibbs\gibbsdi01,1972,1973,2,65,759,90,266,,,55,66,,140,52,,,,128,235,.338,,.833,11.7,3.6,2.2,0.8
126,Dan Godfread\godfrda01,1992,1992,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0
127,Eric Gordon\gordoer01,2017,2019,3,148,4611,850,2052,472,1302,350,424,57,384,349,93,71,253,271,2522,.414,.363,.825,31.2,17.0,2.6,2.4
128,Andrew Goudelock\goudean01,2016,2016,1,8,50,9,20,1,9,3,4,1,2,4,6,2,7,4,22,.450,.111,.750,6.3,2.8,0.3,0.5
129,Stephen Graham\grahast01,2006,2006,1,6,38,6,16,1,5,4,4,1,7,3,2,0,5,5,17,.375,.200,1.000,6.3,2.8,1.2,0.5
130,Devin Gray\grayde01,2000,2000,1,21,124,15,37,0,0,19,29,11,25,5,5,3,4,22,49,.405,,.655,5.9,2.3,1.2,0.2
131,Gerald Green\greenge01,2008,2019,3,46,1011,181,439,116,317,53,62,20,144,26,27,16,33,93,531,.412,.366,.855,22.0,11.5,3.1,0.6
132,Johnny Green\greenjo01,1968,1968,1,42,1073,241,526,,,100,212,,423,59,,,,112,582,.458,,.472,25.5,13.9,10.1,1.4
133,Adrian Griffin\griffad01,2004,2004,1,19,133,5,18,1,2,0,4,1,19,10,7,2,3,17,11,.278,.500,.000,7.0,0.6,1.0,0.5
134,Eddie Griffin\griffed01,2002,2003,2,150,3786,515,1344,154,465,122,180,255,877,139,69,245,123,253,1306,.383,.331,.678,25.2,8.7,5.8,0.9
135,Matt Guokas\guokama02,1974,1974,1,39,1007,93,203,,,21,28,17,60,133,27,14,,73,207,.458,,.750,25.8,5.3,1.5,3.4
136,Jordan Hamilton\hamiljo02,2014,2014,1,21,349,48,122,25,69,17,20,9,61,18,13,7,19,36,138,.393,.362,.850,16.6,6.6,2.9,0.9
137,Thomas Hamilton\hamilth01,2000,2000,1,22,273,35,79,0,0,12,23,31,90,15,4,14,28,25,82,.443,,.522,12.4,3.7,4.1,0.7
138,James Harden\hardeja01,2013,2019,7,471,17510,3853,8690,1342,3693,4080,4760,401,2756,3651,805,268,2054,1185,13128,.443,.363,.857,37.2,27.9,5.9,7.8
139,Montrezl Harrell\harremo01,2016,2017,2,97,1443,283,435,1,8,100,167,106,284,81,31,53,61,174,667,.651,.125,.599,14.9,6.9,2.9,0.8
140,Othella Harrington\harriot01,1997,1999,3,156,2666,397,774,0,4,229,325,220,651,57,28,74,165,327,1023,.513,.000,.705,17.1,6.6,4.2,0.4
141,Mike Harris\harrimi01,2008,2011,3,29,257,40,87,0,3,15,26,35,79,7,10,5,19,28,95,.460,.000,.577,8.9,3.3,2.7,0.2
142,Steve Harris\harrist01,1986,1988,3,145,1855,388,918,1,14,176,200,108,248,167,66,22,114,181,953,.423,.071,.880,12.8,6.6,1.7,1.2
143,Isaiah Hartenstein\harteis01,2019,2019,1,3,14,3,3,0,0,0,0,0,1,0,1,1,2,4,6,1.000,,,4.7,2.0,0.3,0.0
144,Steve Hawes\hawesst01,1975,1976,2,61,948,145,292,,,45,55,85,293,98,36,36,,105,335,.497,,.818,15.5,5.5,4.8,1.6
145,Juaquin Hawkins\hawkiju01,2003,2003,1,58,685,57,148,10,24,10,20,16,78,47,29,6,29,57,134,.385,.417,.500,11.8,2.3,1.3,0.8
146,Chuck Hayes\hayesch01,2006,2016,7,426,8558,812,1568,0,10,234,387,847,2449,537,367,186,326,1128,1858,.518,.000,.605,20.1,4.4,5.7,1.3
147,Elvin Hayes\hayesel01,1969,1984,7,572,20782,4725,10614,2,11,2310,3500,553,6974,1104,128,213,490,1636,11762,.445,.182,.660,36.3,20.6,12.2,1.9
148,Luther Head\headlu01,2006,2009,4,255,6222,805,1908,383,977,249,325,85,680,582,215,24,342,392,2242,.422,.392,.766,24.4,8.8,2.7,2.3
149,Alvin Heggs\heggsal01,1996,1996,1,4,14,3,5,0,0,2,3,1,2,0,0,0,0,0,8,.600,,.667,3.5,2.0,0.5,0.0
150,Gerald Henderson\hendege01,1992,1992,1,8,34,4,11,0,3,4,6,1,2,5,0,0,4,4,12,.364,.000,.667,4.3,1.5,0.3,0.6
151,Tom Henderson\hendeto01,1980,1983,4,258,5472,581,1321,0,9,284,379,115,422,1025,200,17,350,395,1446,.440,.000,.749,21.2,5.6,1.6,4.0
152,Conner Henry\henryco01,1987,1987,1,18,92,8,33,1,11,7,10,0,7,8,3,0,9,7,24,.242,.091,.700,5.1,1.3,0.4,0.4
153,Carl Herrera\herreca01,1992,1995,4,260,4989,636,1242,0,5,292,434,380,1116,169,135,124,269,545,1564,.512,.000,.673,19.2,6.0,4.3,0.7
154,Phil Hicks\hicksph01,1977,1977,1,2,7,0,2,,,0,0,1,1,1,1,0,,1,0,.000,,,3.5,0.0,0.5,0.5
155,Nene Hilario\hilarne01,2017,2018,2,119,1956,381,636,3,11,184,304,149,458,110,84,53,111,286,949,.599,.273,.605,16.4,8.0,3.8,0.9
156,Jordan Hill\hilljo01,2010,2012,3,127,1966,299,596,0,5,116,171,219,575,56,27,85,104,272,714,.502,.000,.678,15.5,5.6,4.5,0.4
157,Lionel Hollins\hollili01,1985,1985,1,80,1950,249,540,3,13,108,136,33,173,417,78,10,170,187,609,.461,.231,.794,24.4,7.6,2.2,5.2
158,Robert Horry\horryro01,1993,1996,4,295,9408,1185,2653,284,798,455,613,419,1568,919,409,343,575,754,3109,.447,.356,.742,31.9,10.5,5.3,3.1
159,Dwight Howard\howardw01,2014,2016,3,183,5899,1096,1823,3,15,724,1383,579,2132,279,157,294,510,596,2919,.601,.200,.523,32.2,16.0,11.7,1.5
160,Juwan Howard\howarju01,2005,2007,3,221,6284,947,2065,0,5,406,494,432,1351,337,110,21,324,583,2300,.459,.000,.822,28.4,10.4,6.1,1.5
161,R.J. Hunter\hunterj01,2018,2018,1,5,45,7,20,3,14,2,2,0,5,3,3,0,2,7,19,.350,.214,1.000,9.0,3.8,1.0,0.6
162,Aaron Jackson\jacksaa01,2018,2018,1,1,35,3,9,1,4,1,2,2,3,1,0,0,1,4,8,.333,.250,.500,35.0,8.0,3.0,1.0
163,Bobby Jackson\jacksbo01,2008,2008,1,26,498,88,210,28,82,24,32,10,71,63,13,2,28,37,228,.419,.341,.750,19.2,8.8,2.7,2.4
164,Demetrius Jackson\jacksde01,2018,2018,1,12,63,4,14,0,6,0,0,4,11,5,4,1,9,6,8,.286,.000,,5.3,0.7,0.9,0.4
165,Jaren Jackson\jacksja01,1996,1996,1,4,33,0,8,0,5,8,10,0,3,0,1,0,0,5,8,.000,.000,.800,8.3,2.0,0.8,0.0
166,Jim Jackson\jacksji01,2004,2005,2,104,4109,500,1183,216,552,137,160,62,602,312,109,24,231,294,1353,.423,.391,.856,39.5,13.0,5.8,3.0
167,Mark Jackson\jacksma01,2004,2004,1,42,577,34,100,7,41,28,39,10,70,119,17,1,53,41,103,.340,.171,.718,13.7,2.5,1.7,2.8
168,Dave Jamerson\jamerda01,1991,1992,2,85,580,122,304,13,47,47,54,31,73,60,23,1,44,63,304,.401,.277,.870,6.8,3.6,0.9,0.7
